id,name,name_code,attrition,age,gender,marital_status_id,distance_from_home,hourly_rate,daily_rate,monthly_rate,monthly_income,percent_salary_hike,job_level,job_role_id,business_travel_id,department_id,education_id,num_of_companies_worked,total_working_years,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,stock_option_level,environment_satisfaction_id,job_involvement_id,job_satisfaction_id,performance_rating_id,relationship_satisfaction_id,work_life_balance_id,over_time,workload_pressure_index,engagement_score,engagement_feedback_score,training_hours_last_year,training_hours_last_6_months,training_gap_score,promotion_stagnation_ratio,role_stability_ratio,attrition_risk_class_id,over_time_hours_last_month,late_arrivals_last_month,absence_days_last_month,absence_ratio,work_shift_id
806,Jennifer Brown,jennifer_brown,False,52,True,2,7,87,994,15322,10445,19,3,4,1,0,3,7,18,4,8,6,4,0,0,1,2,1,2,3,2,True,1,3,3,52,21,3,0.5,0.75,1,22.23333333333333,8,1,0.0434782608695652,1
807,Barbara Williams,barbara_williams,False,38,True,0,10,73,770,5569,8740,14,3,0,1,1,3,0,9,2,8,7,2,7,2,2,1,2,2,1,2,True,4,2,4,22,13,4,0.25,0.875,1,16.583333333333332,9,2,0.0869565217391304,2
808,Michael Garcia,michael_garcia,False,29,False,0,28,93,1107,26968,2514,22,1,1,1,0,3,4,11,1,7,5,1,7,1,2,2,3,3,0,2,True,2,3,2,15,7,4,0.143,0.714,1,20.566666666666663,8,2,0.0869565217391304,2
809,David Brown,david_brown,False,28,False,0,3,93,950,8039,7655,17,3,3,1,0,2,0,10,3,9,7,1,7,3,3,2,1,2,1,1,True,2,3,3,47,16,3,0.111,0.778,2,16.416666666666668,11,1,0.0434782608695652,2
810,Jennifer Johnson,jennifer_johnson,False,46,True,1,3,52,406,15596,17465,12,4,5,1,1,0,3,23,3,12,9,4,9,1,0,2,2,2,3,2,True,2,3,3,28,10,4,0.333,0.75,0,17.2,8,1,0.0434782608695652,1
811,David Garcia,david_garcia,False,38,True,2,2,32,130,20619,7351,16,3,0,1,1,1,7,10,2,1,0,0,0,0,3,2,1,2,2,2,True,2,3,3,20,9,4,0.0,0.0,1,13.066666666666666,11,1,0.0434782608695652,2
812,Michael Rodriguez,michael_rodriguez,False,43,False,1,27,83,1082,11535,10820,11,3,3,2,0,2,8,18,1,8,7,0,1,1,2,2,0,2,2,2,True,2,3,3,12,4,4,0.0,0.875,1,15.633333333333333,9,2,0.0869565217391304,2
813,Barbara Miller,barbara_miller,True,39,True,0,2,84,203,13547,12169,11,4,4,2,0,2,7,21,4,18,7,11,5,3,0,2,3,2,3,2,True,2,3,2,35,15,3,0.611,0.389,0,17.2,10,3,0.1304347826086956,2
814,Robert Smith,robert_smith,False,40,True,2,14,44,1308,17544,19626,14,5,7,1,0,2,1,21,2,20,7,4,9,0,2,1,2,2,0,3,True,2,2,2,23,10,4,0.2,0.35,0,18.95,13,1,0.0434782608695652,1
815,Mary Williams,mary_williams,False,21,False,2,1,70,984,25326,2070,11,1,1,1,0,0,1,2,6,2,2,2,2,0,3,1,1,2,2,3,True,4,2,3,76,41,2,1.0,1.0,2,20.3,8,2,0.0869565217391304,1
816,John Johnson,john_johnson,False,39,True,2,9,70,439,8770,6782,15,2,2,0,0,2,9,9,2,5,4,0,3,0,2,2,1,2,2,1,True,2,2,3,24,10,4,0.0,0.8,2,12.566666666666666,8,1,0.0434782608695652,2
817,Barbara Brown,barbara_brown,False,36,True,2,18,78,217,23238,7779,20,2,3,0,0,3,2,18,0,11,9,0,9,0,0,2,3,3,0,2,True,2,3,3,0,0,5,0.0,0.818,0,13.25,9,2,0.0869565217391304,1
818,Robert Garcia,robert_garcia,False,31,True,1,20,67,793,21981,2791,12,1,6,2,1,2,0,3,4,2,2,2,2,1,2,3,3,2,0,2,True,2,3,2,49,17,3,1.0,1.0,0,14.95,10,1,0.0434782608695652,1
819,James Garcia,james_garcia,False,28,True,1,2,67,1451,19911,3201,17,1,1,1,0,0,0,6,2,5,3,0,4,0,0,1,1,2,0,0,True,3,2,2,31,15,3,0.0,0.6,2,18.916666666666668,7,1,0.0434782608695652,2
820,Michael Davis,michael_davis,False,35,True,0,11,54,1182,18500,4968,11,2,0,2,1,1,1,5,3,5,2,0,2,1,3,2,3,2,3,2,True,1,3,4,29,9,4,0.0,0.4,0,17.016666666666666,10,1,0.0434782608695652,2
821,Robert Williams,robert_williams,False,49,True,1,8,56,174,11879,13120,17,4,0,1,1,3,6,22,3,9,8,2,3,1,3,1,1,2,1,2,True,3,2,3,40,21,3,0.222,0.889,1,16.516666666666666,13,1,0.0434782608695652,1
822,Robert Brown,robert_brown,False,34,True,2,2,95,1003,15834,4033,11,2,3,2,0,1,2,5,3,3,2,0,2,0,3,2,2,2,3,1,True,3,4,4,25,15,4,0.0,0.667,1,21.183333333333334,14,2,0.0869565217391304,2
823,James Johnson,james_johnson,False,29,False,0,10,61,490,17940,3291,14,1,1,2,0,2,0,8,2,7,5,1,1,2,3,2,1,2,3,1,True,1,3,3,17,9,4,0.143,0.714,2,18.85,13,1,0.0434782608695652,1
824,Jennifer Brown,jennifer_brown,False,42,True,2,29,56,188,9558,4272,19,2,2,1,0,2,4,16,3,1,0,0,0,0,1,0,3,2,0,2,True,1,3,2,37,17,3,0.0,0.0,0,18.0,13,2,0.0869565217391304,1
825,William Johnson,william_johnson,False,29,True,1,8,79,718,17689,5056,15,2,3,1,0,0,1,10,2,10,7,1,2,1,1,1,3,2,2,1,True,4,3,3,18,8,4,0.1,0.7,2,17.7,13,1,0.0434782608695652,1
826,Barbara Davis,barbara_davis,False,38,True,1,1,37,433,6004,2844,13,1,8,1,2,2,1,7,2,7,6,5,0,1,2,3,2,2,3,3,True,2,4,3,16,9,4,0.714,0.857,0,26.46666666666667,11,2,0.0869565217391304,2
827,Patricia Rodriguez,patricia_rodriguez,False,28,True,0,6,39,773,22088,2703,14,1,1,2,0,2,1,3,2,3,1,0,2,1,2,1,2,2,3,2,True,3,3,4,19,11,4,0.0,0.333,1,14.516666666666667,12,1,0.0434782608695652,2
828,Linda Davis,linda_davis,True,18,True,2,8,80,247,13556,1904,12,1,2,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,3,2,True,3,3,4,0,0,5,0.0,0.0,0,17.166666666666668,12,2,0.0869565217391304,1
829,Robert Martinez,robert_martinez,True,33,False,2,9,77,603,18385,8224,17,2,0,1,1,3,0,6,3,5,2,0,3,0,0,2,0,2,0,2,True,3,2,2,41,17,3,0.0,0.4,2,27.133333333333333,13,2,0.0869565217391304,1
830,Robert Garcia,robert_garcia,False,41,True,1,12,46,167,9051,4766,11,1,2,1,0,3,3,6,4,1,0,0,0,1,1,2,3,2,0,2,True,4,2,3,38,23,3,0.0,0.0,1,20.6,7,1,0.0434782608695652,1
831,Elizabeth Garcia,elizabeth_garcia,True,31,True,1,15,72,874,6233,2610,12,1,2,2,0,2,1,2,5,2,2,2,2,1,2,2,2,2,2,1,True,2,3,3,67,23,2,1.0,1.0,1,17.766666666666666,10,1,0.0434782608695652,1
832,James Rodriguez,james_rodriguez,False,37,False,0,25,52,367,17171,5731,13,2,4,1,0,1,7,9,2,6,2,1,3,2,2,1,3,2,2,2,True,1,4,3,19,7,4,0.167,0.333,0,17.666666666666668,11,1,0.0434782608695652,1
833,Jennifer Rodriguez,jennifer_rodriguez,False,27,True,1,6,55,199,7950,2539,13,1,1,1,0,2,1,4,0,4,2,2,2,1,3,1,2,2,2,2,True,2,2,3,0,0,5,0.5,0.5,0,14.866666666666667,10,3,0.1304347826086956,2
834,James Williams,james_williams,False,34,False,1,9,70,1400,5829,5714,20,2,0,1,1,0,1,6,3,6,5,1,3,0,1,2,2,3,0,1,True,2,3,4,34,13,3,0.167,0.833,2,20.71666666666667,11,1,0.0434782608695652,1
835,William Garcia,william_garcia,False,35,True,2,8,100,528,7108,4323,17,1,8,1,2,3,1,6,2,5,4,1,4,0,2,2,2,2,1,0,True,2,3,2,26,14,4,0.2,0.8,0,21.016666666666666,11,1,0.0434782608695652,1
836,William Martinez,william_martinez,True,29,False,1,23,45,408,11162,7336,13,3,0,1,1,0,1,11,3,11,8,3,10,1,3,1,0,2,0,0,True,2,1,2,48,27,3,0.273,0.727,2,21.416666666666668,8,2,0.0869565217391304,2
837,Mary Johnson,mary_johnson,False,40,False,2,9,88,593,13782,13499,17,3,7,2,0,3,9,20,3,18,7,2,13,0,1,2,2,2,2,1,True,2,4,3,47,25,3,0.111,0.389,1,19.45,12,1,0.0434782608695652,2
838,John Johnson,john_johnson,True,42,True,2,12,44,481,2447,13758,12,4,0,2,1,2,0,22,2,21,9,13,14,0,2,2,0,2,1,1,True,4,2,2,16,8,4,0.619,0.429,2,19.8,8,2,0.0869565217391304,1
839,James Garcia,james_garcia,False,42,True,2,4,45,647,2253,5155,13,2,0,1,1,3,7,9,3,6,4,1,5,0,1,2,0,2,3,3,True,2,2,4,45,20,3,0.167,0.667,1,19.516666666666666,10,1,0.0434782608695652,1
840,John Smith,john_smith,False,35,True,1,1,58,982,16340,2258,12,1,2,1,0,3,6,10,2,8,0,1,7,1,3,1,2,2,1,2,True,2,3,3,17,9,4,0.125,0.0,0,19.516666666666666,11,1,0.0434782608695652,1
841,Robert Rodriguez,robert_rodriguez,False,24,True,2,24,49,477,6409,3597,22,1,2,1,0,2,8,6,2,4,3,1,2,0,3,2,1,3,3,2,True,2,2,5,31,13,3,0.25,0.75,2,15.55,11,2,0.0869565217391304,2
842,Elizabeth Rodriguez,elizabeth_rodriguez,True,28,False,1,12,79,1485,22955,2515,11,1,2,1,0,0,1,1,4,1,1,0,0,0,2,2,3,2,3,1,True,5,3,4,41,23,3,0.0,1.0,2,16.833333333333332,10,1,0.0434782608695652,2
843,Barbara Martinez,barbara_martinez,False,26,True,1,3,82,1384,13421,4420,22,1,2,1,0,3,1,8,2,8,7,0,7,1,0,3,3,3,1,2,True,2,4,2,22,11,4,0.0,0.875,0,20.383333333333333,10,1,0.0434782608695652,1
844,William Rodriguez,william_rodriguez,False,30,True,1,10,72,852,2706,6578,18,2,0,1,1,2,1,10,3,10,3,1,4,1,2,1,2,2,0,2,True,2,2,2,26,13,4,0.1,0.3,0,17.666666666666668,15,2,0.0869565217391304,2
845,Mary Davis,mary_davis,False,40,False,1,26,92,902,21203,4422,13,2,1,2,0,1,3,16,3,1,1,0,0,1,2,1,3,2,3,0,True,4,3,4,27,12,4,0.0,1.0,2,19.216666666666665,11,1,0.0434782608695652,1
846,Barbara Rodriguez,barbara_rodriguez,False,35,True,0,2,44,819,19588,10274,18,3,3,1,0,2,2,15,2,7,7,6,4,1,2,1,1,2,1,3,True,2,2,2,28,16,4,0.857,1.0,1,21.28333333333333,12,1,0.0434782608695652,1
847,Elizabeth Jones,elizabeth_jones,False,34,True,2,1,97,669,25755,5343,20,2,4,2,0,2,0,14,3,13,9,4,9,0,3,1,0,3,2,2,True,2,2,3,47,18,3,0.308,0.692,1,17.983333333333334,15,1,0.0434782608695652,1
848,Linda Smith,linda_smith,False,35,True,1,4,47,636,26537,2376,13,1,2,2,0,3,1,2,2,2,2,2,2,1,3,1,3,2,1,3,True,2,2,3,26,11,4,1.0,1.0,0,14.583333333333334,11,1,0.0434782608695652,1
849,Michael Johnson,michael_johnson,True,43,False,2,9,85,1372,9489,5346,13,2,0,1,1,2,8,7,2,4,3,1,3,0,0,0,2,2,1,1,True,1,1,2,27,14,4,0.25,0.75,2,21.916666666666668,13,1,0.0434782608695652,2
850,Michael Williams,michael_williams,False,32,False,0,2,76,862,14947,2827,12,1,6,0,1,0,1,1,3,1,0,0,0,3,2,2,0,2,2,2,True,2,2,3,42,19,3,0.0,0.0,1,26.71666666666667,12,1,0.0434782608695652,1
851,Patricia Johnson,patricia_johnson,False,56,False,0,4,92,718,18575,19943,13,5,5,1,0,3,4,28,2,5,2,4,2,1,3,2,0,2,3,2,True,3,3,4,20,11,4,0.8,0.4,1,24.8,10,1,0.0434782608695652,2
852,Jennifer Brown,jennifer_brown,False,29,False,1,6,54,1401,26342,3131,13,1,2,1,0,0,1,10,5,10,8,0,8,1,1,2,3,2,0,2,True,2,4,2,42,17,3,0.0,0.8,0,13.516666666666666,10,1,0.0434782608695652,2
853,Barbara Garcia,barbara_garcia,False,19,True,2,9,54,645,7172,2552,25,1,1,1,0,1,1,1,4,1,1,0,0,0,2,2,0,3,2,2,True,3,2,3,32,13,3,0.0,1.0,1,19.98333333333333,10,1,0.0434782608695652,1
854,John Martinez,john_martinez,False,45,False,1,7,83,1457,20100,4477,19,1,1,1,0,2,4,7,2,3,2,0,2,1,0,2,2,2,2,1,True,3,2,3,22,12,4,0.0,0.667,2,20.216666666666665,12,1,0.0434782608695652,2
855,Michael Miller,michael_miller,False,37,False,1,1,56,977,9961,6474,13,2,3,1,0,2,1,14,2,14,8,3,11,1,3,1,3,2,1,1,True,2,3,3,20,9,4,0.214,0.571,0,22.316666666666663,8,1,0.0434782608695652,1
856,James Jones,james_jones,False,20,True,2,3,87,805,12828,3033,12,1,2,1,0,2,1,2,2,2,2,1,2,0,0,1,2,2,0,1,True,2,2,2,17,8,4,0.5,1.0,2,16.65,6,1,0.0434782608695652,1
857,David Johnson,david_johnson,True,44,True,2,10,96,1097,10826,2936,11,1,1,1,0,3,1,6,4,6,4,0,2,0,2,2,2,2,2,2,True,4,2,3,38,15,3,0.0,0.667,1,23.766666666666666,9,1,0.0434782608695652,1
858,Robert Williams,robert_williams,False,53,False,0,7,50,1223,18640,18606,18,5,5,1,0,1,3,26,6,7,7,4,7,1,3,2,2,2,1,2,True,3,2,2,54,21,3,0.571,1.0,0,16.4,13,2,0.0869565217391304,2
859,Mary Davis,mary_davis,False,29,False,1,15,69,942,26933,2168,18,1,1,1,0,0,0,6,2,5,4,1,3,1,1,0,3,2,0,1,True,4,2,2,31,15,3,0.2,0.8,2,17.633333333333333,10,1,0.0434782608695652,2
860,Michael Johnson,michael_johnson,True,22,True,1,3,48,1256,4223,2853,11,1,1,2,0,3,0,1,5,0,0,0,0,1,2,1,3,2,1,2,True,3,3,3,46,15,3,0.0,0.0,1,20.65,12,1,0.0434782608695652,1
861,Mary Martinez,mary_martinez,False,46,False,1,2,69,1402,24097,17048,23,4,5,1,1,2,8,28,2,26,15,15,9,0,2,2,0,3,0,2,True,3,2,3,25,14,4,0.577,0.577,1,16.9,9,3,0.1304347826086956,2
862,Robert Martinez,robert_martinez,False,44,True,2,17,74,111,4279,2290,13,1,1,0,0,2,2,6,3,0,0,0,0,0,3,0,2,2,3,2,True,2,2,4,38,20,3,0.0,0.0,0,18.066666666666663,15,1,0.0434782608695652,1
863,William Smith,william_smith,False,33,True,1,2,99,147,8429,3600,13,1,8,1,2,2,1,5,2,5,4,1,4,1,1,2,2,2,3,2,True,3,3,3,25,9,4,0.2,0.8,0,18.55,9,1,0.0434782608695652,1
864,Elizabeth Smith,elizabeth_smith,True,41,True,0,5,95,906,20293,2107,17,1,1,0,0,1,6,5,2,1,0,0,0,1,0,1,0,2,0,0,True,2,2,2,18,9,4,0.0,0.0,2,18.28333333333333,12,1,0.0434782608695652,2
865,Barbara Miller,barbara_miller,False,30,True,0,29,61,1329,13192,4115,19,2,0,1,1,3,8,8,3,4,3,0,3,3,2,2,0,2,2,2,True,2,2,3,32,15,3,0.0,0.75,1,19.15,7,1,0.0434782608695652,1
866,Barbara Martinez,barbara_martinez,False,40,True,1,2,62,1184,25440,4327,12,2,0,2,1,3,5,5,2,0,0,0,0,3,1,2,1,2,3,2,True,2,3,3,17,6,4,0.0,0.0,1,17.483333333333334,9,2,0.0869565217391304,2
867,Robert Brown,robert_brown,False,50,False,1,2,30,1421,9490,17856,22,4,5,2,0,2,2,32,3,2,2,2,2,1,3,2,0,3,2,2,True,2,2,4,33,13,3,1.0,1.0,1,26.866666666666667,12,1,0.0434782608695652,1
868,Robert Martinez,robert_martinez,False,28,True,1,19,78,1179,12449,3196,12,1,2,1,0,3,1,6,2,6,5,3,3,3,3,1,0,2,2,2,True,3,1,4,19,8,4,0.5,0.833,1,15.983333333333334,9,1,0.0434782608695652,2
869,Jennifer Jones,jennifer_jones,False,46,True,1,15,52,1450,10849,19081,11,5,7,1,0,1,5,25,2,4,2,0,3,1,3,2,1,2,0,2,True,2,2,2,25,13,4,0.0,0.5,1,16.466666666666665,6,2,0.0869565217391304,2
870,Linda Miller,linda_miller,False,35,True,1,17,94,1361,21026,8966,15,2,0,1,1,3,3,15,2,7,7,1,7,3,2,2,0,2,3,2,True,4,2,4,27,13,4,0.143,1.0,2,19.516666666666666,11,2,0.0869565217391304,1
871,Barbara Miller,barbara_miller,True,24,False,1,17,97,984,3372,2210,13,1,2,1,0,1,1,1,3,1,0,0,0,1,3,2,1,2,0,0,True,1,3,2,37,17,3,0.0,0.0,2,12.783333333333331,9,1,0.0434782608695652,2
872,Michael Williams,michael_williams,False,33,False,1,25,82,1146,4905,4539,12,2,0,2,1,2,1,10,3,10,7,0,1,1,1,2,2,2,0,1,True,2,3,1,34,18,3,0.0,0.7,2,16.5,9,1,0.0434782608695652,2
873,Robert Brown,robert_brown,False,36,True,0,6,60,917,6865,2741,14,1,2,1,0,3,1,7,4,7,7,1,7,1,2,0,2,2,2,2,True,2,2,4,44,23,3,0.143,1.0,0,19.08333333333333,10,1,0.0434782608695652,2
874,Patricia Rodriguez,patricia_rodriguez,False,30,True,0,7,49,853,11309,3491,13,2,2,1,0,3,1,10,4,10,7,8,9,3,2,2,2,2,0,1,True,2,3,2,59,29,3,0.8,0.7,1,19.28333333333333,8,3,0.1304347826086956,1
875,Barbara Williams,barbara_williams,False,44,True,2,29,32,200,7744,4541,25,2,1,1,0,3,1,20,3,20,11,13,17,0,3,2,3,3,1,2,True,3,4,3,29,16,4,0.65,0.55,1,21.066666666666663,7,2,0.0869565217391304,2
876,Michael Johnson,michael_johnson,False,20,True,2,21,43,654,5050,2678,17,1,6,1,1,2,1,2,2,2,1,2,2,0,2,3,3,2,3,2,True,2,4,4,28,11,4,1.0,0.5,1,20.316666666666663,11,1,0.0434782608695652,1
877,William Davis,william_davis,False,46,True,0,2,60,150,17433,7379,11,2,3,1,0,3,2,12,3,6,3,1,4,1,3,2,3,2,2,1,True,2,4,4,42,24,3,0.167,0.5,1,16.083333333333336,13,1,0.0434782608695652,2
878,Barbara Martinez,barbara_martinez,False,42,True,1,2,79,179,12858,6272,16,2,8,0,2,4,7,10,3,4,3,0,3,1,3,3,0,2,0,3,True,2,2,2,34,16,3,0.0,0.75,1,16.25,10,2,0.0869565217391304,2
879,Michael Smith,michael_smith,False,60,True,0,7,52,696,10893,5220,18,2,0,1,1,3,0,12,3,11,7,1,9,1,1,3,3,2,1,2,True,4,3,2,31,17,3,0.091,0.636,1,18.85,12,1,0.0434782608695652,1
880,Elizabeth Smith,elizabeth_smith,False,32,False,1,13,77,116,7331,2743,20,1,2,2,0,2,1,2,2,2,2,2,2,1,2,1,1,3,2,2,True,3,2,4,24,11,4,1.0,1.0,1,14.2,7,2,0.0869565217391304,2
881,Elizabeth Williams,elizabeth_williams,False,32,False,2,2,38,1316,2338,4998,14,2,1,2,0,1,4,10,2,8,7,0,7,0,3,2,2,2,3,2,True,3,3,4,17,6,4,0.0,0.875,1,17.333333333333332,10,1,0.0434782608695652,2
882,Robert Garcia,robert_garcia,False,36,False,0,1,77,363,4235,10252,21,3,3,1,0,2,2,17,2,7,7,7,7,1,2,0,0,3,2,2,True,4,1,4,17,8,4,1.0,1.0,2,20.016666666666666,10,3,0.1304347826086956,2
883,Mary Williams,mary_williams,False,33,True,1,9,60,117,6311,2781,13,1,1,1,0,2,0,15,5,14,10,4,10,1,0,2,3,2,1,2,True,3,4,3,44,18,3,0.286,0.714,0,23.71666666666667,12,1,0.0434782608695652,2
884,Jennifer Davis,jennifer_davis,False,40,False,0,10,84,107,11591,6852,12,2,0,1,1,2,7,7,2,5,1,1,3,1,1,1,1,2,1,3,True,3,2,2,19,10,4,0.2,0.2,2,22.816666666666663,10,3,0.1304347826086956,1
885,John Smith,john_smith,False,25,True,2,10,57,1356,20623,4950,14,2,0,1,1,3,0,5,4,4,3,1,1,0,2,2,3,2,1,2,True,2,3,2,48,21,3,0.25,0.75,0,19.316666666666663,13,2,0.0869565217391304,2
886,James Williams,james_williams,False,30,True,1,1,63,1465,9369,3579,21,1,1,1,0,2,0,12,2,11,9,5,7,1,3,2,1,3,0,2,True,3,2,4,30,17,4,0.455,0.818,2,18.2,13,2,0.0869565217391304,2
887,James Brown,james_brown,False,42,False,1,26,60,458,23281,13191,17,3,7,2,0,4,3,20,6,1,0,0,0,0,0,2,0,2,2,2,True,5,2,3,59,30,3,0.0,0.0,2,18.78333333333333,12,2,0.0869565217391304,1
888,John Johnson,john_johnson,False,35,False,1,8,78,1212,13755,10377,11,3,0,0,1,1,4,16,6,13,2,4,12,1,2,1,3,2,1,1,True,4,3,3,93,47,2,0.308,0.154,2,15.3,12,3,0.1304347826086956,1
889,Patricia Rodriguez,patricia_rodriguez,False,27,True,1,14,42,1103,14377,2235,14,1,1,1,0,2,1,9,3,9,7,6,8,2,0,2,0,2,3,1,True,3,2,4,47,17,3,0.667,0.778,2,20.666666666666668,9,1,0.0434782608695652,1
890,Barbara Davis,barbara_davis,False,54,False,0,1,53,966,9659,10502,17,3,3,2,0,3,7,33,2,5,4,1,4,1,3,2,2,2,0,0,True,2,2,2,31,18,3,0.2,0.8,1,17.45,11,1,0.0434782608695652,1
891,John Smith,john_smith,False,44,False,1,2,72,1117,19982,2011,13,1,1,1,0,0,1,10,5,10,5,7,7,1,0,3,3,2,3,2,True,1,4,3,74,41,2,0.7,0.5,1,20.05,11,1,0.0434782608695652,1
892,Patricia Garcia,patricia_garcia,True,19,False,2,10,96,504,6148,1859,25,1,1,0,0,2,1,1,2,1,1,0,0,0,0,1,1,3,1,3,True,3,2,2,22,12,4,0.0,1.0,2,18.45,11,1,0.0434782608695652,2
893,Michael Rodriguez,michael_rodriguez,False,29,False,0,1,97,1010,5598,3760,15,1,1,1,0,2,1,3,5,3,2,1,2,3,0,2,3,2,0,2,True,1,3,2,43,17,3,0.333,0.667,1,14.866666666666667,9,4,0.1739130434782608,1
894,John Rodriguez,john_rodriguez,False,54,True,1,3,85,685,23474,17779,14,4,7,1,0,2,3,36,2,10,9,0,9,0,3,2,3,2,0,2,True,2,3,2,25,12,4,0.0,0.9,0,22.75,7,2,0.0869565217391304,2
895,Robert Brown,robert_brown,False,31,True,1,11,80,1332,17089,6833,12,2,4,1,0,1,1,6,2,6,5,0,1,0,2,2,0,2,3,1,True,4,2,2,25,9,4,0.0,0.833,2,17.0,8,1,0.0434782608695652,1
896,Elizabeth Martinez,elizabeth_martinez,False,31,False,2,24,96,1062,17198,6812,19,2,4,1,0,2,1,10,2,10,9,1,8,0,2,1,0,2,1,2,True,2,1,3,30,14,4,0.1,0.9,1,17.016666666666666,11,1,0.0434782608695652,2
897,Mary Brown,mary_brown,False,59,False,2,3,48,326,16490,5171,17,2,0,1,1,2,5,13,2,6,1,0,5,0,2,1,3,2,3,2,True,3,3,4,32,11,3,0.0,0.167,0,13.333333333333334,5,2,0.0869565217391304,1
898,Jennifer Martinez,jennifer_martinez,False,43,True,1,3,96,920,18625,19740,14,5,7,1,0,2,3,25,2,8,7,0,7,1,2,0,3,2,1,2,True,4,2,3,24,11,4,0.0,0.875,0,16.75,12,3,0.1304347826086956,1
899,James Davis,james_davis,False,49,True,1,4,85,1098,12124,18711,13,5,5,1,0,1,2,23,2,1,0,0,0,1,0,1,2,2,2,3,True,3,2,3,22,11,4,0.0,0.0,0,17.416666666666668,11,1,0.0434782608695652,2
900,Mary Jones,mary_jones,False,36,True,1,3,46,469,9256,3692,12,1,1,2,0,2,1,12,2,11,10,0,7,0,2,2,1,2,2,1,True,2,3,4,19,8,4,0.0,0.909,2,13.783333333333331,10,1,0.0434782608695652,2
901,Barbara Johnson,barbara_johnson,False,48,True,2,2,76,969,16620,2559,11,1,2,1,0,1,5,7,4,1,0,0,0,0,3,3,1,2,2,1,True,2,3,4,32,14,3,0.0,0.0,2,20.83333333333333,12,1,0.0434782608695652,1
902,Jennifer Garcia,jennifer_garcia,False,27,True,0,4,76,1167,3208,2517,11,1,1,1,0,1,1,5,2,5,3,0,3,3,0,2,2,2,1,2,True,2,4,3,24,14,4,0.0,0.6,0,20.883333333333333,12,1,0.0434782608695652,2
903,Elizabeth Rodriguez,elizabeth_rodriguez,False,29,True,0,7,82,1329,4204,6623,11,2,4,1,0,2,1,6,2,6,0,1,0,2,2,2,3,2,1,2,True,3,4,3,25,8,4,0.167,0.0,1,19.75,12,1,0.0434782608695652,2
904,Patricia Smith,patricia_smith,False,48,True,2,1,76,715,8733,18265,12,5,7,1,0,2,6,25,3,1,0,0,0,0,3,1,3,2,2,3,True,3,3,3,44,24,3,0.0,0.0,0,22.25,13,2,0.0869565217391304,2
905,James Miller,james_miller,False,29,False,0,1,87,694,3423,16124,14,4,7,1,0,2,3,9,2,7,7,1,7,2,3,1,3,2,1,1,True,2,3,3,24,8,4,0.143,1.0,2,17.133333333333333,11,1,0.0434782608695652,1
906,James Williams,james_williams,False,34,False,1,20,89,1320,21643,2585,17,1,1,1,0,2,0,2,5,1,0,0,0,0,2,3,2,2,3,1,True,3,3,3,77,24,2,0.0,0.0,0,15.15,10,1,0.0434782608695652,2
907,Michael Davis,michael_davis,False,44,True,1,5,88,1099,8751,18213,11,5,5,1,1,2,7,26,5,22,9,3,10,1,1,2,1,2,2,2,True,3,2,4,65,23,2,0.136,0.409,1,17.866666666666667,10,1,0.0434782608695652,1
908,Linda Rodriguez,linda_rodriguez,False,33,True,0,10,82,536,21708,8380,14,3,0,1,1,4,0,10,3,9,8,0,8,2,3,3,2,2,3,2,True,4,4,4,44,23,3,0.0,0.889,1,19.73333333333333,15,1,0.0434782608695652,1
909,Jennifer Jones,jennifer_jones,False,19,False,2,25,57,265,21221,2994,12,1,1,1,0,2,1,1,2,1,0,0,1,0,1,3,3,2,3,2,True,5,3,3,18,8,4,0.0,0.0,2,18.816666666666663,13,2,0.0869565217391304,2
910,Mary Miller,mary_miller,False,23,True,1,1,47,373,16901,1223,22,1,1,1,0,1,1,1,2,1,0,0,1,1,3,2,2,3,3,2,True,2,3,5,30,17,4,0.0,0.0,0,18.33333333333333,7,3,0.1304347826086956,2
911,Jennifer Rodriguez,jennifer_rodriguez,True,25,True,2,24,73,599,8040,1118,14,1,6,2,1,0,1,1,4,1,0,1,0,0,2,0,3,2,3,2,True,4,3,3,54,25,3,1.0,0.0,2,18.28333333333333,8,2,0.0869565217391304,2
912,James Miller,james_miller,False,26,True,2,4,53,583,9973,2875,20,1,1,1,0,1,1,8,2,8,5,2,2,0,2,2,3,3,1,1,True,5,4,3,19,6,4,0.25,0.625,2,13.3,13,1,0.0434782608695652,1
913,Mary Williams,mary_williams,True,45,False,2,2,94,1449,2493,18824,16,5,5,1,1,2,2,26,2,24,10,1,11,0,0,0,1,2,0,2,True,5,1,2,19,10,4,0.042,0.417,2,9.533333333333331,10,3,0.1304347826086956,2
914,Patricia Rodriguez,patricia_rodriguez,False,55,True,0,8,37,177,25592,13577,15,4,4,0,0,0,1,34,3,33,9,15,0,1,3,1,1,2,3,2,True,5,2,3,46,15,3,0.455,0.273,2,18.7,9,1,0.0434782608695652,1
915,Robert Williams,robert_williams,True,21,False,2,10,45,251,25308,2625,20,1,2,2,0,1,1,2,2,2,2,2,2,0,0,1,2,3,2,0,True,1,3,4,17,9,4,1.0,1.0,2,16.716666666666665,14,1,0.0434782608695652,1
916,David Brown,david_brown,False,46,False,1,4,33,168,9946,18789,14,5,5,1,1,1,2,26,2,11,4,0,8,1,3,1,1,2,2,2,True,3,2,3,23,8,4,0.0,0.364,0,17.933333333333334,12,1,0.0434782608695652,1
